nombre,correo,ciclo,carrera,codigo
Barrett Bowen,barrettbowen@utec.edu,4,Ingenieria civil,202185956
Simon Glass,simonglass6771@utec.edu,10,Ingenieria electronica,202179054
Keely Kline,keelykline4597@utec.edu,9,Ingenieria mecatronica,202189862
Merritt Malone,merrittmalone@utec.edu,7,Administracion de negocios,202373724
Cedric Clark,cedricclark4566@utec.edu,7,Bioingenieria,202396562
Castor Garza,castorgarza@utec.edu,3,Ingenieria mecanica,202321465
Josiah Miles,josiahmiles@utec.edu,7,Ingenieria quimica,202184529
Lyle Wilkins,lylewilkins8681@utec.edu,4,DS,202191745
Rana Sullivan,ranasullivan8116@utec.edu,9,Ingenieria electronica,202166764
Ivy Johns,ivyjohns@utec.edu,9,Ingenieria ambiental,202127893
Armando Mccarthy,armandomccarthy7553@utec.edu,3,Ingenieria mecanica,202170696
Herman Collier,hermancollier@utec.edu,3,Ingenieria mecanica,202232502
Christian Massey,christianmassey@utec.edu,4,Ingenieria quimica,202121859
Colt Calderon,coltcalderon@utec.edu,2,Ingenieria de la energia,202193545
Madaline Kennedy,madalinekennedy@utec.edu,3,Ingenieria industrial,202357256
Brady Brennan,bradybrennan8462@utec.edu,4,Bioingenieria,202369723
Jamalia Ferrell,jamaliaferrell@utec.edu,3,CS,202382051
Deborah Abbott,deborahabbott@utec.edu,2,Ingenieria electronica,202290151
Alika French,alikafrench7497@utec.edu,9,Administracion de negocios,202285650
Amos Zamora,amoszamora1107@utec.edu,7,Ingenieria civil,202222226
Kelly Copeland,kellycopeland@utec.edu,2,Administracion de negocios,202351753
Kennan Molina,kennanmolina4989@utec.edu,6,Ingenieria quimica,202342264
Rashad Colon,rashadcolon6927@utec.edu,2,Ingenieria civil,202163187
Risa Morgan,risamorgan1897@utec.edu,10,Ingenieria electronica,202393455
Alan Talley,alantalley@utec.edu,10,Ingenieria electronica,202118320
Yvonne Simon,yvonnesimon@utec.edu,5,Ingenieria mecanica,202201418
Halla Fischer,hallafischer@utec.edu,2,Ingenieria civil,202395843
Jena Parks,jenaparks@utec.edu,4,Ingenieria electronica,202253832
Leandra Dickson,leandradickson7841@utec.edu,3,Bioingenieria,202254692
Chase Neal,chaseneal@utec.edu,10,CS,202131184
Carl Guerrero,carlguerrero1578@utec.edu,8,Ingenieria quimica,202102786
Benjamin Warner,benjaminwarner3427@utec.edu,5,Ingenieria mecanica,202234784
Jeremy Lambert,jeremylambert@utec.edu,6,Ingenieria ambiental,202108921
Brenda Barron,brendabarron8841@utec.edu,6,DS,202168354
Gregory Burks,gregoryburks7975@utec.edu,2,Ingenieria quimica,202382777
Risa Trevino,risatrevino8110@utec.edu,4,DS,202346087
Farrah Burks,farrahburks1238@utec.edu,10,Ingenieria civil,202142570
Julie Wyatt,juliewyatt2988@utec.edu,2,Ingenieria ambiental,202159173
Hilel Hendricks,hilelhendricks618@utec.edu,6,CS,202143014
Trevor Baldwin,trevorbaldwin2189@utec.edu,2,Ingenieria mecatronica,202227912
Tatiana Shelton,tatianashelton@utec.edu,4,Ingenieria de la energia,202111403
Raphael Kennedy,raphaelkennedy@utec.edu,2,CS,202103902
Brielle Hensley,briellehensley@utec.edu,8,Ingenieria electronica,202135895
Leah Dodson,leahdodson@utec.edu,9,CS,202193143
Rosalyn Gomez,rosalyngomez@utec.edu,10,Ingenieria industrial,202377915
Angelica Atkinson,angelicaatkinson4315@utec.edu,9,Administracion de negocios,202246552
Phyllis Adkins,phyllisadkins@utec.edu,4,DS,202279225
Ima Boyd,imaboyd4401@utec.edu,3,Ingenieria quimica,202226550
Cherokee Dorsey,cherokeedorsey6649@utec.edu,8,CS,202170074
Lucas Booth,lucasbooth@utec.edu,5,Ingenieria industrial,202232477
Martin Clark,martinclark8565@utec.edu,10,Ingenieria civil,202175388
Brady Cherry,bradycherry8879@utec.edu,7,Administracion de negocios,202393700
Lane Cross,lanecross@utec.edu,7,Ingenieria de la energia,202264664
Paki Brooks,pakibrooks@utec.edu,4,Ingenieria de la energia,202333555
Amos Peterson,amospeterson@utec.edu,5,Ingenieria ambiental,202341619
Yoshio Hobbs,yoshiohobbs@utec.edu,4,Administracion de negocios,202236359
Rooney Ratliff,rooneyratliff@utec.edu,8,Ingenieria ambiental,202345980
Ciara Browning,ciarabrowning@utec.edu,10,Ingenieria civil,202221885
Reed Wood,reedwood5476@utec.edu,2,Ingenieria mecatronica,202101623
Dominic Hardy,dominichardy@utec.edu,9,Administracion de negocios,202269259
Otto Short,ottoshort8037@utec.edu,5,Ingenieria civil,202178333
Lara Kemp,larakemp9853@utec.edu,2,Ingenieria industrial,202144607
Chiquita Kidd,chiquitakidd@utec.edu,9,CS,202314297
Sydnee Mccormick,sydneemccormick4686@utec.edu,7,Ingenieria mecanica,202194757
Branden Sellers,brandensellers4882@utec.edu,9,DS,202169437
Tucker Davidson,tuckerdavidson@utec.edu,9,Ingenieria ambiental,202366518
Shay Hull,shayhull8316@utec.edu,10,Ingenieria quimica,202156874
Noelani Lawson,noelanilawson@utec.edu,5,Ingenieria industrial,202297677
Rogan Bray,roganbray983@utec.edu,9,Ingenieria industrial,202386036
Charde Cobb,chardecobb@utec.edu,10,Ingenieria industrial,202209864
Laura Carson,lauracarson3129@utec.edu,9,Bioingenieria,202235790
Inga Rivas,ingarivas@utec.edu,9,Ingenieria electronica,202225154
Brenna Wynn,brennawynn@utec.edu,5,Ingenieria mecanica,202376223
Rachel Welch,rachelwelch@utec.edu,1,Ingenieria quimica,202178128
Haviva Clayton,havivaclayton@utec.edu,3,DS,202152397
Malachi Mcclain,malachimcclain9952@utec.edu,4,DS,202266013
Aquila Alvarez,aquilaalvarez5643@utec.edu,10,Ingenieria electronica,202358451
Sebastian Brennan,sebastianbrennan@utec.edu,5,Ingenieria de la energia,202256139
Zenaida Tran,zenaidatran@utec.edu,6,Ingenieria civil,202158710
Rudyard Lowery,rudyardlowery5884@utec.edu,3,Ingenieria mecatronica,202165105
Solomon Trujillo,solomontrujillo@utec.edu,6,CS,202248871
Sybill Clarke,sybillclarke2524@utec.edu,2,Ingenieria mecatronica,202182426
Ezra Velasquez,ezravelasquez704@utec.edu,4,Ingenieria ambiental,202342533
Rowan Waller,rowanwaller@utec.edu,4,Ingenieria civil,202250983
Fitzgerald Hunter,fitzgeraldhunter@utec.edu,3,Bioingenieria,202150293
Risa Hansen,risahansen@utec.edu,7,Administracion de negocios,202169958
Liberty Barrett,libertybarrett8446@utec.edu,4,Ingenieria electronica,202204964
Len Ortiz,lenortiz1370@utec.edu,1,Bioingenieria,202251314
Ivana Acosta,ivanaacosta@utec.edu,8,Ingenieria de la energia,202375591
Connor Stewart,connorstewart@utec.edu,6,Ingenieria civil,202223053
John Gilbert,johngilbert@utec.edu,6,Ingenieria ambiental,202134733
Charles Walker,charleswalker@utec.edu,9,Ingenieria industrial,202305030
Simon Martinez,simonmartinez@utec.edu,6,CS,202239747
Hoyt Carver,hoytcarver4704@utec.edu,2,Ingenieria electronica,202346576
Christine Chaney,christinechaney@utec.edu,2,Ingenieria electronica,202172207
Serena Sherman,serenasherman3564@utec.edu,5,Ingenieria mecatronica,202280569
Jessica Ochoa,jessicaochoa@utec.edu,4,Ingenieria electronica,202161008
Tucker Phillips,tuckerphillips@utec.edu,3,Bioingenieria,202173406
Venus Flowers,venusflowers@utec.edu,7,Ingenieria quimica,202156836
Hadley Whitehead,hadleywhitehead1416@utec.edu,5,Ingenieria industrial,202186903
Zephania Jimenez,zephaniajimenez@utec.edu,4,Ingenieria ambiental,202295552
Wallace Hatfield,wallacehatfield@utec.edu,5,Ingenieria de la energia,202361951
Vielka Glass,vielkaglass2539@utec.edu,3,CS,202195556
Alvin Walter,alvinwalter8889@utec.edu,8,Ingenieria de la energia,202256568
Demetria Hartman,demetriahartman@utec.edu,4,CS,202375329
Mannix Middleton,mannixmiddleton2255@utec.edu,8,Bioingenieria,202188029
Eleanor Mullins,eleanormullins5874@utec.edu,7,Ingenieria mecanica,202283542
Jael Daniel,jaeldaniel203@utec.edu,1,Ingenieria quimica,202381987
Maxwell Pena,maxwellpena8935@utec.edu,8,Ingenieria mecatronica,202317453
Zelenia Church,zeleniachurch@utec.edu,4,Administracion de negocios,202316512
Hamilton Wyatt,hamiltonwyatt2164@utec.edu,8,Bioingenieria,202212913
Gregory Reeves,gregoryreeves@utec.edu,1,Ingenieria electronica,202287624
Mira Rodriquez,mirarodriquez1296@utec.edu,7,Ingenieria de la energia,202204972
Lev Sheppard,levsheppard@utec.edu,7,Ingenieria de la energia,202173325
Gil Wolf,gilwolf6205@utec.edu,2,Ingenieria ambiental,202110636
Jamalia Walters,jamaliawalters@utec.edu,4,Ingenieria de la energia,202153763
Yardley Baldwin,yardleybaldwin3111@utec.edu,4,Ingenieria mecatronica,202243794
Hiram Goodman,hiramgoodman@utec.edu,5,Ingenieria quimica,202180979
Beau Mosley,beaumosley1989@utec.edu,9,Ingenieria quimica,202151205
Ryder Hansen,ryderhansen6546@utec.edu,7,Ingenieria industrial,202203480
Robin Carrillo,robincarrillo@utec.edu,3,Ingenieria mecatronica,202327900
Kellie Frost,kelliefrost521@utec.edu,4,Ingenieria de la energia,202229414
Caryn Hicks,carynhicks2887@utec.edu,3,CS,202182924
Jasper Carroll,jaspercarroll@utec.edu,6,Ingenieria civil,202114750
Thaddeus Hull,thaddeushull@utec.edu,8,Ingenieria ambiental,202316139
Alexa Cotton,alexacotton6356@utec.edu,2,Ingenieria civil,202357721
Michelle Parker,michelleparker@utec.edu,4,DS,202375549
Juliet Thornton,julietthornton@utec.edu,9,Ingenieria mecanica,202307758
Raja Rivers,rajarivers@utec.edu,8,Bioingenieria,202218847
Yasir Dotson,yasirdotson2990@utec.edu,2,Ingenieria mecatronica,202160235
Yasir Larson,yasirlarson@utec.edu,5,Ingenieria electronica,202381083
Barrett Terrell,barrettterrell2048@utec.edu,3,Ingenieria quimica,202392823
Reed Byrd,reedbyrd@utec.edu,3,Ingenieria de la energia,202105547
Dale Gomez,dalegomez2242@utec.edu,3,Ingenieria de la energia,202128759
Jakeem Lewis,jakeemlewis@utec.edu,2,Ingenieria electronica,202203789
Hamish Massey,hamishmassey9226@utec.edu,6,Ingenieria mecatronica,202138681
Mariko Valentine,marikovalentine@utec.edu,3,Ingenieria mecanica,202191563
Haley Lara,haleylara@utec.edu,6,Ingenieria civil,202356523
Leilani Merrill,leilanimerrill@utec.edu,10,Ingenieria ambiental,202317941
Gage Burke,gageburke@utec.edu,10,Bioingenieria,202212530
Christine Mccarthy,christinemccarthy@utec.edu,8,Ingenieria ambiental,202187102
Portia Pennington,portiapennington@utec.edu,1,Ingenieria industrial,202381963
Adena Christensen,adenachristensen@utec.edu,4,Ingenieria electronica,202241207
Larissa Moses,larissamoses@utec.edu,9,Administracion de negocios,202336139
Carolyn Solomon,carolynsolomon7850@utec.edu,1,Ingenieria civil,202193734
Clayton Burton,claytonburton@utec.edu,8,Administracion de negocios,202217138
Mufutau Reese,mufutaureese687@utec.edu,1,Ingenieria de la energia,202337674
Harlan Ball,harlanball1697@utec.edu,5,Ingenieria industrial,202331757
Dalton Rush,daltonrush9190@utec.edu,7,Ingenieria industrial,202314925
Phyllis Boyle,phyllisboyle@utec.edu,4,Administracion de negocios,202220523
Patrick Wong,patrickwong@utec.edu,7,Ingenieria quimica,202263158
Melyssa Gilbert,melyssagilbert2846@utec.edu,10,Ingenieria civil,202235912
Cara Bradford,carabradford7895@utec.edu,3,Administracion de negocios,202127789
Benedict Cobb,benedictcobb2090@utec.edu,8,Ingenieria ambiental,202216271
Zephr Wynn,zephrwynn@utec.edu,9,Ingenieria de la energia,202122624
Robert Norman,robertnorman6181@utec.edu,8,Ingenieria electronica,202281891
Stacy Thompson,stacythompson@utec.edu,7,Ingenieria ambiental,202253238
William Lowe,williamlowe8549@utec.edu,7,Ingenieria civil,202251813
Dylan Mercado,dylanmercado3319@utec.edu,7,Ingenieria civil,202281414
Laura Dejesus,lauradejesus2960@utec.edu,6,Ingenieria ambiental,202259229
Risa Ayala,risaayala@utec.edu,7,Ingenieria mecanica,202379672
Galena Huff,galenahuff4458@utec.edu,3,Ingenieria mecatronica,202175634
Mariam Coleman,mariamcoleman7623@utec.edu,8,Ingenieria ambiental,202177151
Conan Tucker,conantucker7033@utec.edu,8,Ingenieria ambiental,202147752
Deanna Mann,deannamann22@utec.edu,6,Ingenieria quimica,202185120
Steel Maynard,steelmaynard2917@utec.edu,3,DS,202205190
Cade Hopper,cadehopper@utec.edu,3,DS,202274841
Nolan Burris,nolanburris3173@utec.edu,5,Ingenieria industrial,202362836
Larissa Conrad,larissaconrad8525@utec.edu,3,Ingenieria civil,202344881
Ivor Clements,ivorclements@utec.edu,4,Ingenieria de la energia,202315028
Emery Cohen,emerycohen@utec.edu,4,CS,202112767
Rosalyn Clarke,rosalynclarke@utec.edu,7,Bioingenieria,202218567
Uriel Nelson,urielnelson9279@utec.edu,7,Ingenieria ambiental,202222528
Cody Barrera,codybarrera@utec.edu,4,Ingenieria quimica,202324295
Clayton Swanson,claytonswanson@utec.edu,6,Ingenieria de la energia,202122429
Iris Barry,irisbarry@utec.edu,4,Ingenieria civil,202285743
Colette Johns,colettejohns@utec.edu,9,DS,202245135
William Norman,williamnorman@utec.edu,8,DS,202156781
Barry Santos,barrysantos5451@utec.edu,9,Ingenieria civil,202355295
Garth Dickerson,garthdickerson3268@utec.edu,1,Ingenieria mecatronica,202340707
Amethyst Thomas,amethystthomas3585@utec.edu,6,Ingenieria quimica,202304914
Rachel Merritt,rachelmerritt@utec.edu,8,Administracion de negocios,202392699
Amena Jimenez,amenajimenez@utec.edu,2,CS,202173115
Ignacia Hensley,ignaciahensley@utec.edu,9,Ingenieria mecanica,202165866
Madaline Owens,madalineowens1553@utec.edu,2,DS,202176310
Ila Callahan,ilacallahan8887@utec.edu,6,Ingenieria mecanica,202117179
Mira Ellison,miraellison3632@utec.edu,10,Ingenieria mecatronica,202116996
Kelsie Reid,kelsiereid@utec.edu,4,Ingenieria industrial,202208362
Geraldine Pacheco,geraldinepacheco@utec.edu,4,CS,202125948
Emerson Cooper,emersoncooper@utec.edu,9,Ingenieria civil,202211264
Denise Maldonado,denisemaldonado@utec.edu,9,Ingenieria quimica,202361348
Kylie Carpenter,kyliecarpenter@utec.edu,10,Ingenieria civil,202365138
Geraldine Rollins,geraldinerollins7818@utec.edu,9,Ingenieria mecatronica,202292618
Kerry Brady,kerrybrady@utec.edu,2,Administracion de negocios,202344752
Ezra Marsh,ezramarsh@utec.edu,8,Ingenieria mecanica,202394517
Zia Wilkerson,ziawilkerson@utec.edu,3,Ingenieria civil,202302830
Baker Zamora,bakerzamora@utec.edu,7,Ingenieria civil,202224093
Jack Burks,jackburks930@utec.edu,8,Ingenieria de la energia,202216915
Samuel Conrad,samuelconrad@utec.edu,9,Ingenieria quimica,202171450
Drake Cotton,drakecotton8286@utec.edu,4,Administracion de negocios,202274799
Xena Serrano,xenaserrano@utec.edu,4,Bioingenieria,202241151
Mariko Chavez,marikochavez@utec.edu,8,Ingenieria ambiental,202297558
Britanney Everett,britanneyeverett1370@utec.edu,6,CS,202211701
Sebastian Chandler,sebastianchandler@utec.edu,6,Ingenieria civil,202132808
Nasim Guerra,nasimguerra5212@utec.edu,8,Ingenieria mecanica,202354581
Sonia Collins,soniacollins5620@utec.edu,8,Administracion de negocios,202321049
Maia Conner,maiaconner5161@utec.edu,8,Ingenieria quimica,202395121
Maxwell Moody,maxwellmoody@utec.edu,2,Administracion de negocios,202108372
Sandra Rios,sandrarios4539@utec.edu,6,Ingenieria industrial,202298622
Ann Sykes,annsykes@utec.edu,8,Ingenieria de la energia,202258597
Rashad Fisher,rashadfisher3349@utec.edu,7,CS,202375644
Cade Finley,cadefinley4544@utec.edu,9,DS,202145479
Eugenia Mueller,eugeniamueller@utec.edu,5,Ingenieria civil,202226562
Levi Murphy,levimurphy9106@utec.edu,5,Ingenieria electronica,202226733
Holly Hunter,hollyhunter348@utec.edu,9,Ingenieria quimica,202230559
Dylan Terrell,dylanterrell8735@utec.edu,7,Ingenieria mecatronica,202251937
Willa Compton,willacompton@utec.edu,4,DS,202383667
Tyrone Knowles,tyroneknowles8111@utec.edu,8,DS,202232961
Ronan Diaz,ronandiaz8632@utec.edu,4,Administracion de negocios,202160251
Marsden Hopkins,marsdenhopkins@utec.edu,3,Ingenieria quimica,202149205
Marny Hunter,marnyhunter3733@utec.edu,3,Ingenieria de la energia,202361883
Mark Levine,marklevine1961@utec.edu,9,Ingenieria electronica,202282895
Flavia Kirby,flaviakirby9012@utec.edu,8,Administracion de negocios,202191275
Joan Pena,joanpena@utec.edu,5,Ingenieria mecatronica,202112541
Emma Hendricks,emmahendricks1894@utec.edu,10,Bioingenieria,202197959
Zachary William,zacharywilliam5832@utec.edu,8,Ingenieria mecanica,202393646
Christian Chang,christianchang5008@utec.edu,8,Ingenieria ambiental,202165153
Otto Galloway,ottogalloway@utec.edu,7,Ingenieria de la energia,202290259
Charde Hill,chardehill13@utec.edu,1,Ingenieria mecanica,202383470
Zena Leonard,zenaleonard5943@utec.edu,5,Ingenieria mecatronica,202161215
Rogan Black,roganblack@utec.edu,8,Ingenieria civil,202249045
Hayden Christian,haydenchristian@utec.edu,6,Ingenieria industrial,202319208
Rudyard Willis,rudyardwillis5194@utec.edu,2,CS,202191784
Amal Parsons,amalparsons890@utec.edu,1,CS,202123307
Veronica Salas,veronicasalas9901@utec.edu,7,Bioingenieria,202244369
Camille Farmer,camillefarmer@utec.edu,2,Ingenieria ambiental,202122770
Brian Ortiz,brianortiz@utec.edu,4,Bioingenieria,202180044
Perry Fox,perryfox3634@utec.edu,1,DS,202221057
Althea Maddox,altheamaddox@utec.edu,7,Ingenieria de la energia,202207216
Damon Strickland,damonstrickland@utec.edu,6,Ingenieria mecatronica,202126288
Regina Shelton,reginashelton2716@utec.edu,7,CS,202272702
Dominique Frank,dominiquefrank@utec.edu,4,Ingenieria ambiental,202331798
Edward Knapp,edwardknapp4435@utec.edu,4,DS,202121942
Graiden Velasquez,graidenvelasquez@utec.edu,9,Ingenieria industrial,202227001
Paul Justice,pauljustice1110@utec.edu,4,Ingenieria industrial,202204728
Scarlett Hopper,scarletthopper@utec.edu,4,Ingenieria mecanica,202199861
Adele Watson,adelewatson6472@utec.edu,5,Administracion de negocios,202145166
Galena Hatfield,galenahatfield@utec.edu,6,Ingenieria de la energia,202277204
Oliver Barnett,oliverbarnett@utec.edu,2,Ingenieria mecanica,202192455
Caesar Gould,caesargould@utec.edu,2,CS,202358005
Kareem Schwartz,kareemschwartz@utec.edu,8,Ingenieria industrial,202324635
Inga Avery,ingaavery@utec.edu,8,Ingenieria mecanica,202102613
Gannon Rush,gannonrush@utec.edu,9,Ingenieria civil,202392811
Bruno Jenkins,brunojenkins@utec.edu,9,Ingenieria de la energia,202313782
Kennedy Winters,kennedywinters8431@utec.edu,5,Ingenieria electronica,202358212
Dustin Dejesus,dustindejesus547@utec.edu,3,Administracion de negocios,202285794
Nola Duncan,noladuncan@utec.edu,8,Ingenieria mecatronica,202123289
Rahim Williamson,rahimwilliamson@utec.edu,5,Bioingenieria,202127962
Rhona Erickson,rhonaerickson@utec.edu,6,Ingenieria civil,202272110
Nasim Owen,nasimowen@utec.edu,1,Ingenieria mecanica,202130914
Aretha Herring,arethaherring@utec.edu,10,DS,202325515
Preston Powell,prestonpowell5175@utec.edu,5,Ingenieria mecanica,202180560
Erich Hampton,erichhampton4880@utec.edu,6,Ingenieria mecatronica,202353307
Belle Mccormick,bellemccormick@utec.edu,2,Ingenieria quimica,202173686
Ferdinand Ferguson,ferdinandferguson7187@utec.edu,4,Ingenieria electronica,202133229
Abra Moon,abramoon9650@utec.edu,8,Ingenieria electronica,202222312
Amy Stevens,amystevens@utec.edu,9,Bioingenieria,202233595
Rafael Waller,rafaelwaller6208@utec.edu,1,Ingenieria ambiental,202310839
Blake Fleming,blakefleming7509@utec.edu,1,Administracion de negocios,202181973
Ora Rhodes,orarhodes2146@utec.edu,2,Bioingenieria,202112789
Lila Duffy,liladuffy@utec.edu,4,CS,202172114
Clio Best,cliobest@utec.edu,4,Ingenieria mecanica,202330451
Chanda Albert,chandaalbert1903@utec.edu,2,Ingenieria electronica,202315994
Hiram Davenport,hiramdavenport673@utec.edu,10,CS,202117344
Melinda Kemp,melindakemp7687@utec.edu,5,Ingenieria mecatronica,202102774
Uriah Stout,uriahstout352@utec.edu,9,Ingenieria industrial,202374488
Dieter Galloway,dietergalloway2618@utec.edu,7,DS,202217286
Kuame Barron,kuamebarron@utec.edu,10,Ingenieria civil,202374675
Malcolm Brady,malcolmbrady4809@utec.edu,2,Ingenieria ambiental,202127522
Ori Buchanan,oribuchanan@utec.edu,4,Ingenieria mecatronica,202203292
Melinda George,melindageorge@utec.edu,2,Ingenieria mecanica,202209550
Melissa Molina,melissamolina@utec.edu,3,Ingenieria electronica,202244130
Fitzgerald Gallagher,fitzgeraldgallagher@utec.edu,2,Ingenieria quimica,202300362
Erich Blevins,erichblevins@utec.edu,2,Ingenieria civil,202253738
Rhona Patel,rhonapatel@utec.edu,3,Ingenieria de la energia,202268150
Mallory Lott,mallorylott6947@utec.edu,4,Ingenieria mecatronica,202128269
McKenzie Wiley,mckenziewiley728@utec.edu,5,Ingenieria ambiental,202392097
Kai Gordon,kaigordon2745@utec.edu,3,Ingenieria mecatronica,202204177
Galvin Lester,galvinlester@utec.edu,10,Ingenieria electronica,202340334
Amaya Livingston,amayalivingston@utec.edu,5,Ingenieria electronica,202267736
Eliana Marks,elianamarks7108@utec.edu,9,Ingenieria ambiental,202342408
Wyatt Williamson,wyattwilliamson3085@utec.edu,3,Ingenieria mecatronica,202122707
Marny Hunter,marnyhunter@utec.edu,2,Ingenieria industrial,202330339
Lila Stevens,lilastevens5730@utec.edu,9,Bioingenieria,202141507
Bernard Hardin,bernardhardin@utec.edu,4,Ingenieria de la energia,202129651
Wallace Mcguire,wallacemcguire9421@utec.edu,8,CS,202267263
Yuri Gilliam,yurigilliam@utec.edu,3,Ingenieria electronica,202342675
Nathaniel Moran,nathanielmoran@utec.edu,5,Ingenieria ambiental,202136905
Gretchen Potter,gretchenpotter5180@utec.edu,5,Ingenieria civil,202230696
Marsden Taylor,marsdentaylor@utec.edu,8,Ingenieria electronica,202139590
Wylie Wallace,wyliewallace1945@utec.edu,3,DS,202155140
Zorita Wolf,zoritawolf@utec.edu,2,Bioingenieria,202364642
Calvin Dodson,calvindodson@utec.edu,4,Ingenieria de la energia,202236825
Zena Gillespie,zenagillespie@utec.edu,7,Bioingenieria,202399863
Amanda Gilliam,amandagilliam@utec.edu,8,CS,202139884
Martha Douglas,marthadouglas@utec.edu,7,Ingenieria de la energia,202348624
Bevis Kelley,beviskelley9396@utec.edu,3,Ingenieria mecanica,202147306
Dana Gonzalez,danagonzalez@utec.edu,4,Ingenieria mecatronica,202343268
Melanie Briggs,melaniebriggs7918@utec.edu,1,Ingenieria mecatronica,202372235
Lydia Floyd,lydiafloyd@utec.edu,1,Bioingenieria,202140985
Gabriel Barton,gabrielbarton6565@utec.edu,6,Ingenieria de la energia,202250822
Zorita Marsh,zoritamarsh9001@utec.edu,6,Ingenieria mecatronica,202368978
Geraldine Cooke,geraldinecooke2811@utec.edu,5,Ingenieria de la energia,202146164
Amery Bartlett,amerybartlett1918@utec.edu,6,DS,202273067
Scarlet Chambers,scarletchambers4930@utec.edu,4,Ingenieria electronica,202194699
Patrick Ortiz,patrickortiz@utec.edu,3,CS,202134390
Florence Patel,florencepatel@utec.edu,8,Ingenieria de la energia,202137272
Chanda Harris,chandaharris@utec.edu,7,Ingenieria mecanica,202266423
Halla Monroe,hallamonroe8478@utec.edu,2,Ingenieria industrial,202344105
Cullen Fitzgerald,cullenfitzgerald271@utec.edu,6,Bioingenieria,202322036
Madison Sparks,madisonsparks1195@utec.edu,3,Bioingenieria,202109651
Leila Cameron,leilacameron@utec.edu,4,DS,202362300
Veda Lyons,vedalyons@utec.edu,10,Ingenieria mecatronica,202339416
April Scott,aprilscott8241@utec.edu,9,CS,202393282
Steven Buchanan,stevenbuchanan7968@utec.edu,2,Ingenieria de la energia,202124984
Kessie Barr,kessiebarr5454@utec.edu,4,Ingenieria de la energia,202232452
Tanek Newton,taneknewton1521@utec.edu,9,Ingenieria quimica,202289010
Leroy Smith,leroysmith@utec.edu,8,Administracion de negocios,202369930
Hermione Carey,hermionecarey@utec.edu,5,Administracion de negocios,202155440
Dale Moreno,dalemoreno3036@utec.edu,3,Ingenieria industrial,202224056
Shay Orr,shayorr@utec.edu,7,Ingenieria mecatronica,202378487
Laith Sheppard,laithsheppard@utec.edu,9,Administracion de negocios,202304784
Roary Michael,roarymichael@utec.edu,10,Ingenieria electronica,202199990
Guy Fry,guyfry2635@utec.edu,2,Ingenieria de la energia,202256358
Kasimir Soto,kasimirsoto@utec.edu,8,Ingenieria ambiental,202135907
Simon Mcknight,simonmcknight2843@utec.edu,6,DS,202151649
Alvin Puckett,alvinpuckett3243@utec.edu,4,DS,202211391
Shellie Powers,shelliepowers@utec.edu,8,Ingenieria mecatronica,202322428
Kelly Nichols,kellynichols@utec.edu,2,CS,202385264
Jordan Ewing,jordanewing4359@utec.edu,5,Ingenieria electronica,202180006
Duncan Cook,duncancook@utec.edu,10,Ingenieria mecatronica,202126238
Veronica Colon,veronicacolon5284@utec.edu,10,DS,202130547
Nita Clarke,nitaclarke@utec.edu,9,Ingenieria quimica,202233907
Bruce Guthrie,bruceguthrie@utec.edu,1,Bioingenieria,202259447
Barclay Alvarado,barclayalvarado@utec.edu,8,DS,202336115
Axel Chase,axelchase@utec.edu,6,CS,202154230
Kameko Blair,kamekoblair6857@utec.edu,5,Ingenieria quimica,202212233
Benedict Mclaughlin,benedictmclaughlin@utec.edu,7,CS,202334138
MacKenzie Dunlap,mackenziedunlap1459@utec.edu,3,DS,202311728
Keely Merritt,keelymerritt4156@utec.edu,1,Ingenieria mecatronica,202215378
Jin Frye,jinfrye7659@utec.edu,7,Administracion de negocios,202354434
Isabelle Knapp,isabelleknapp@utec.edu,7,Administracion de negocios,202202379
Lance Rios,lancerios1232@utec.edu,9,Administracion de negocios,202162805
Len Chang,lenchang@utec.edu,9,Ingenieria quimica,202221937
Leilani Chen,leilanichen9015@utec.edu,4,Ingenieria industrial,202350689
Noble Ortiz,nobleortiz@utec.edu,1,DS,202363816
Cameron Acevedo,cameronacevedo9328@utec.edu,2,Ingenieria civil,202334905
Avram Hill,avramhill@utec.edu,7,Ingenieria ambiental,202328550
Norman Sanchez,normansanchez@utec.edu,1,Ingenieria industrial,202384946
Amber Garrison,ambergarrison@utec.edu,6,Ingenieria civil,202161476
Quyn Clemons,quynclemons8939@utec.edu,5,Ingenieria ambiental,202304878
Orson Puckett,orsonpuckett5151@utec.edu,8,Ingenieria civil,202332319
Jakeem Mcclain,jakeemmcclain@utec.edu,3,Ingenieria industrial,202182171
Ferdinand Montgomery,ferdinandmontgomery@utec.edu,4,Ingenieria mecatronica,202247875
Joelle Bentley,joellebentley@utec.edu,2,Ingenieria quimica,202281544
Ashely Ramos,ashelyramos@utec.edu,9,Bioingenieria,202169552
Jackson Ayers,jacksonayers264@utec.edu,7,Bioingenieria,202116763
Kyla Best,kylabest@utec.edu,8,Ingenieria civil,202186625
Dennis Callahan,denniscallahan9370@utec.edu,4,CS,202318470
Fletcher Potts,fletcherpotts8228@utec.edu,10,Ingenieria mecanica,202236937
Cassandra Solis,cassandrasolis1184@utec.edu,7,Ingenieria quimica,202350814
Mariam Huff,mariamhuff7162@utec.edu,6,Ingenieria civil,202240843
Gareth Oliver,garetholiver3919@utec.edu,7,Bioingenieria,202237449
Erich Burnett,erichburnett7388@utec.edu,5,Ingenieria de la energia,202343230
